"","X1","X2","X3","X4","X5"
"354","2000-03-10","Clippers","","• Maurice Taylor","stomach flu (DNP)"
"355","2000-03-10","Heat","","• Clarence Weatherspoon","bruised right knee (DNP)"
"356","2000-03-10","Kings","","• Nick Anderson","sore left knee (DNP)"
"357","2000-03-10","Nuggets","","• Tariq Abdul-Wahad / Olivier Saint-Jean","sprained left wrist (DNP)"
"358","2000-03-10","Pacers","","• Chris Mullin","pulled right calf muscle (DNP)"
"359","2000-03-10","Pacers","","• Jalen Rose","stomach flu (DNP)"
"360","2000-03-10","Spurs","","• Terry Porter (b. 1963-04-08)","sprained MCL in left knee (DNP)"
"361","2000-03-10","Warriors","","• Vonteego Cummings","flu (DNP)"
"362","2000-03-11","Magic","","• Ron Mercer","sprained left ankle (DNP)"
"363","2000-03-11","Nuggets","","• Tariq Abdul-Wahad / Olivier Saint-Jean","sprained left wrist (DNP)"
"364","2000-03-11","Rockets","","• Walt Williams","back spasms (DNP)"
"365","Date","Team","Acquired","Relinquished","Notes"
"366","2000-03-11","Suns","","• Tom Gugliotta","torn ACL, MCL in left knee (out indefinitely)"
"367","2000-03-12","Clippers","","• Troy Hudson","hives (DNP)"
"368","2000-03-12","Kings","","• Nick Anderson","sore left knee (DNP)"
"369","2000-03-12","Pacers","","• Chris Mullin","pulled right calf muscle (DNP)"
"370","2000-03-12","Sonics","","• Vin Baker","strained left hamstring (DNP)"
"371","2000-03-12","Spurs","","• Malik Rose","sprained right ankle (DNP)"
"372","2000-03-12","Spurs","","• Terry Porter (b. 1963-04-08)","sprained MCL in left knee (DNP)"
"373","2000-03-13","Bucks","","• Mirsad Turkcan","torn plantar fascia in right foot (DNP)"
"374","2000-03-13","Bucks","","• Vinny Del Negro","stress reaction in right leg (DNP)"
"375","2000-03-13","Bulls","","• John Starks","tendinitis in both knees (DNP)"
"376","2000-03-13","Heat","","• Dan Majerle","sprained right ankle (DNP)"
"377","2000-03-13","Heat","","• Otis Thorpe","right knee inflammation (DNP)"
"378","2000-03-13","Nuggets","","• Tariq Abdul-Wahad / Olivier Saint-Jean","sprained left wrist (DNP)"
"379","2000-03-13","Pacers","","• Dale Davis","leg cramps (DTD)"
"380","2000-03-13","Sonics","","• Vin Baker","strained left hamstring (DNP)"
"381","2000-03-13","Timberwolves","","• Sam Mitchell","sprained left ankle (DTD)"
"382","2000-03-14","Bucks","","• Vinny Del Negro","stress reaction in right leg (DNP)"
"383","2000-03-14","Clippers","","• Mario Bennett","sore left knee (DNP)"
"384","2000-03-14","Heat","","• Dan Majerle","sprained left ankle (DNP)"
"385","2000-03-14","Heat","","• Otis Thorpe","right knee inflammation (DNP)"
"386","2000-03-14","Kings","","• Nick Anderson","sore left knee (DNP)"
"387","2000-03-14","Nuggets","","• Tariq Abdul-Wahad / Olivier Saint-Jean","sprained left wrist (DNP)"
"388","2000-03-14","Pacers","","• Dale Davis","leg cramps (DNP)"
"389","2000-03-14","Raptors","","• Antonio Davis","bruised right calf (DNP)"
"390","2000-03-14","Suns","","• Rex Chapman","back spasms (DNP)"
"391","Date","Team","Acquired","Relinquished","Notes"
"392","2000-03-14","Timberwolves","","• Sam Mitchell","sprained left ankle (DNP)"
"393","2000-03-15","Kings","","• Nick Anderson","sore left knee (DNP)"
"394","2000-03-15","Nets","","• Jayson Williams","broken bone in left foot"
"395","2000-03-15","Pacers","","• Dale Davis","strained left hamstring / leg cramps (DNP)"
"396","2000-03-16","Bucks","","• Mirsad Turkcan","torn plantar fascia in right foot (DNP)"
"397","2000-03-16","Bucks","","• Vinny Del Negro","stress reaction in right leg (DNP)"
"398","2000-03-16","Heat","","• Dan Majerle","sprained left ankle (DNP)"
"399","2000-03-16","Heat","","• Otis Thorpe","left knee inflammation (DNP)"
"400","2000-03-16","Sonics","","• Emanual Davis","left eye injury (DNP)"
"401","2000-03-16","Timberwolves","","• Sam Mitchell","sprained left ankle (DNP)"
"402","2000-03-17","Pacers","","• Dale Davis","strained left hamstring (DNP)"
"403","2000-03-17","Pacers","","• Derrick McKey","strained right leg muscle (DNP)"
"404","2000-03-17","Pacers","","• Derrick McKey","strained muscle in right leg (DNP)"
"405","2000-03-17","Raptors","","• Antonio Davis","bruised right calf (DNP)"
"406","2000-03-17","Suns","","• Tom Gugliotta","surgery on left knee to repair torn ACL, MCL"
"407","2000-03-17","Warriors","","• Erick Dampier","sprained right wrist (DNP)"
"408","2000-03-18","Bucks","","• Vinny Del Negro","stress reaction in right leg (DNP)"
"409","2000-03-18","Grizzlies","","• Doug West","foot injury (DTD)"
"410","2000-03-18","Nuggets","","• Tariq Abdul-Wahad / Olivier Saint-Jean","sprained left wrist (DNP)"
"411","2000-03-18","Pacers","","• Dale Davis","strained left hamstring (DNP)"
"412","2000-03-18","Pacers","","• Derrick McKey","strained right leg muscle (DNP)"
"413","2000-03-19","Bucks","","• Vinny Del Negro","stress reaction in right leg (DNP)"
"414","2000-03-19","Grizzlies","","• Doug West","foot injury (DNP)"
"415","2000-03-19","Suns","","• Rex Chapman","appendectomy (DNP) (out 2-3 weeks)"
"416","2000-03-19","Warriors","","• Erick Dampier","sprained right wrist (DNP)"
"417","Date","Team","Acquired","Relinquished","Notes"
"418","2000-03-20","Bulls","","• Fred Hoiberg","concussion (DNP)"
"419","2000-03-20","Clippers","","• Lamar Odom","strained right calf (DNP)"
"420","2000-03-20","Heat","","• Otis Thorpe","sprained right foot (DNP)"
"421","2000-03-20","Heat","","• P.J. Brown","sprained left ankle (DNP)"
"422","2000-03-21","Bulls","","• Randy Brown","bruised right hand (DTD)"
"423","2000-03-21","Grizzlies","","• Doug West","foot injury (DNP)"
"424","2000-03-21","Heat","","• Otis Thorpe","sprained right foot (DNP)"
"425","2000-03-21","Heat","","• P.J. Brown","sprained left ankle (DNP)"
"426","2000-03-21","Heat","","• Rodney Buford","sprained right foot (DNP)"
"427","2000-03-21","Kings","","• Jon Barry","pinched nerve in right shoulder (DNP)"
"428","2000-03-21","Kings","","• Predrag Stojakovic / Peja Stojakovic","sprained thumb (DNP)"
"429","2000-03-21","Nuggets","","• Tariq Abdul-Wahad / Olivier Saint-Jean","sprained left wrist (DNP)"
"430","2000-03-21","Pacers","","• Derrick McKey","strained right leg muscle (DNP)"
"431","2000-03-21","Warriors","","• Billy Owens","wrist injury (knee per Stats) (DNP)"
"432","2000-03-21","Warriors","","• Erick Dampier","knee injury (DNP)"
"433","2000-03-22","Bulls","","• Fred Hoiberg","concussion (DNP)"
"434","2000-03-22","Bulls","","• Randy Brown","bruised right hand (DNP)"
"435","2000-03-22","Clippers","","• Maurice Taylor","sprained left ankle (DNP)"
"436","2000-03-22","Kings","","• Jon Barry","pinched nerve in right shoulder (DNP)"
"437","2000-03-22","Kings","","• Predrag Stojakovic / Peja Stojakovic","sprained thumb (DNP)"
"438","2000-03-22","Nets","","• Jayson Williams","surgery on left foot to insert screw"
"439","2000-03-22","Spurs","","• Steve Kerr","surgery on right knee to repair torn cartilage"
"440","2000-03-22","Suns","","• Jason Kidd","broken left ankle (DTD)"
"441","2000-03-22","Warriors","","• Billy Owens","right knee inflammation (DNP)"
"442","2000-03-23","Blazers","","• Arvydas Sabonis","sprained right ankle/foot (DTD)"
"443","Date","Team","Acquired","Relinquished","Notes"
"444","2000-03-23","Bucks","","• Vinny Del Negro","stress reaction in right leg (DNP)"
"445","2000-03-23","Clippers","","• Maurice Taylor","sprained left ankle (DNP)"
"446","2000-03-23","Nuggets","","• Tariq Abdul-Wahad / Olivier Saint-Jean","sprained left wrist (DNP)"
"447","2000-03-23","Pacers","","• Dale Davis","strained groin (DNP)"
"448","2000-03-23","Suns","","• Jason Kidd","surgery to repair broken left ankle (inserted 3 screws)"
"449","2000-03-24","Blazers","","• Arvydas Sabonis","sprained right ankle/foot (DTD)"
"450","2000-03-24","Bucks","","• Vinny Del Negro","stress reaction in right leg (DNP)"
"451","2000-03-24","Grizzlies","","• Grant Long","broken left ring finger (out for season)"
"452","2000-03-24","Kings","","• Jon Barry","pinched nerve in right shoulder (DNP)"
"453","2000-03-24","Kings","","• Predrag Stojakovic / Peja Stojakovic","sprained thumb (DNP)"
"454","2000-03-24","Rockets","","• Walt Williams","bruised thigh (DNP)"
"455","2000-03-24","Sonics","","• Ruben Patterson","Achilles tendinitis (DNP)"
"456","2000-03-24","Suns","","• Kevin Johnson","DNP"
"457","2000-03-24","Warriors","","• Billy Owens","right knee inflammation (DNP)"
"458","2000-03-24","Warriors","","• Erick Dampier","surgery on right wrist (out for season)"
"459","2000-03-25","Clippers","","• Keith Closs","asthma attack (DNP)"
"460","2000-03-25","Clippers","","• Lamar Odom","strained left calf/ankle (DNP)"
"461","2000-03-25","Clippers","","• Maurice Taylor","sprained left ankle (DNP)"
"462","2000-03-25","Grizzlies","","• Doug West","foot injury (DNP)"
"463","2000-03-25","Hawks","","• Chris Crawford (Lee)","sprained left ankle (DNP)"
"464","2000-03-25","Hornets","","• Elden Campbell","flu-like symptoms (DNP)"
"465","2000-03-25","Mavericks","","• Cedric Ceballos","broken left pinky finger (DNP)"
"466","2000-03-26","Bucks","","• Vinny Del Negro","stress reaction in right leg (DNP)"
"467","2000-03-26","Kings","","• Predrag Stojakovic / Peja Stojakovic","sprained right thumb and finger (DNP)"
"468","2000-03-26","Lakers","","• Devean George","ill (DNP)"
"469","Date","Team","Acquired","Relinquished","Notes"
"470","2000-03-26","Nets","","• Jim McIlvaine","strained lower back (DNP)"
"471","2000-03-26","Pacers","","• Dale Davis","strained left hamstring (DNP)"
"472","2000-03-26","Suns","","• Kevin Johnson","DNP"
"473","2000-03-26","Warriors","","• Billy Owens","right knee inflammation (DNP)"
"474","2000-03-27","Mavericks","","• Cedric Ceballos","broken left pinky finger (DNP)"
"475","2000-03-27","Sonics","","• Horace Grant","bruised left shoulder (DNP)"
"476","2000-03-28","Clippers","","• Lamar Odom","strained left calf (DNP)"
"477","2000-03-28","Clippers","","• Maurice Taylor","sprained left ankle (DNP)"
"478","2000-03-28","Hawks","","• Chris Crawford (Lee)","sprained left ankle (DNP)"
"479","2000-03-28","Heat","","• Jamal Mashburn","flu (DNP)"
"480","2000-03-28","Kings","","• Jon Barry","sore right shoulder (DNP)"
"481","2000-03-28","Mavericks","","• Cedric Ceballos","broken left pinky finger (DNP)"
"482","2000-03-28","Nets","","• Jim McIlvaine","bulging disc in back (DNP)"
"483","2000-03-28","Pacers","","• Derrick McKey","strained right leg muscle (DNP)"
"484","2000-03-28","Suns","","• Kevin Johnson","DNP"
"485","2000-03-28","Warriors","","• Billy Owens","right knee inflammation (DNP)"
"486","2000-03-29","Lakers","","• Glen Rice (Sr.)","stomach flu (DNP)"
"487","2000-03-29","Warriors","","• Donyell Marshall","bruised right eye (DTD)"
"488","2000-03-30","Bucks","","• Vinny Del Negro","stress reaction in right leg (DNP)"
"489","2000-03-30","Clippers","","• Lamar Odom","strained left calf (DNP)"
"490","2000-03-30","Clippers","","• Maurice Taylor","sprained left ankle (DNP)"
"491","2000-03-30","Nets","","• Jim McIlvaine","bulging disc in back (DNP)"
"492","2000-03-30","Rockets","","• Carlos Rogers","post concussion syndrome (DNP)"
"493","2000-03-30","Suns","","• Kevin Johnson","groin injury (DNP)"
"494","2000-03-30","Warriors","","• Billy Owens","right knee inflammation (DNP)"
"495","Date","Team","Acquired","Relinquished","Notes"
"496","2000-03-30","Warriors","","• Donyell Marshall","bruised right eye (DNP)"
"497","2000-03-31","Hornets","","• Derrick Coleman","left knee inflammation (DNP)"
"498","2000-03-31","Nets","","• Jim McIlvaine","bulging disc in back (DNP)"
"499","2000-03-31","Nuggets","","• Tariq Abdul-Wahad / Olivier Saint-Jean","surgery on left wrist to repair torn ligament (out for season)"
"500","2000-03-31","Pacers","","• Derrick McKey","strained right leg muscle (DNP)"
"501","2000-03-31","Suns","","• Kevin Johnson","sore hamstring (DNP)"
"502","2000-03-31","Warriors","","• Billy Owens","right knee inflammation (DNP)"
"503","2000-03-31","Warriors","","• Vonteego Cummings","sprained left ankle (DNP)"
"504","2000-04-01","Bucks","","• Vinny Del Negro","stress reaction in right leg (DNP)"
"505","2000-04-01","Hawks","","• Chris Crawford (Lee)","sprained left ankle (DNP)"
"506","2000-04-01","Hornets","","• Derrick Coleman","left knee inflammation (DNP)"
"507","2000-04-01","Rockets","","• Carlos Rogers","post concussion syndrome (DNP)"
"508","2000-04-02","Bucks","","• Vinny Del Negro","stress reaction in right leg (DNP)"
"509","2000-04-02","Bulls","","• Fred Hoiberg","sprained left ankle (DNP)"
"510","2000-04-02","Mavericks","","• Cedric Ceballos","broken left pinky finger (DNP)"
"511","2000-04-02","Nets","","• Jim McIlvaine","bulging disc in back (DNP)"
"512","2000-04-02","Warriors","","• Billy Owens","right knee inflammation (DNP)"
"513","2000-04-02","Warriors","","• Vonteego Cummings","sprained left ankle (DNP)"
"514","2000-04-03","Hawks","","• Lorenzen Wright","strained right calf (DTD)"
"515","2000-04-03","Kings","","• Chris Webber","strained left hamstring (DNP)"
"516","2000-04-03","Timberwolves","","• Terrell Brandon","flu (DNP)"
"517","2000-04-03","Timberwolves","","• Tom Hammonds","bruised right knee (DTD)"
"518","2000-04-04","Bucks","","• Danny Manning","DNP"
"519","2000-04-04","Bulls","","• Fred Hoiberg","sprained left ankle (DNP)"
"520","2000-04-04","Cavaliers","","• Brevin Knight","flu (DNP)"
"521","Date","Team","Acquired","Relinquished","Notes"
"522","2000-04-04","Grizzlies","","• Antoine Carr","strained left calf (DNP)"
"523","2000-04-04","Hawks","","• Chris Crawford (Lee)","sprained left ankle (DNP)"
"524","2000-04-04","Hawks","","• Jim Jackson","left knee tendinitis (DTD)"
"525","2000-04-04","Hawks","","• Lorenzen Wright","strained right calf (DNP)"
"526","2000-04-04","Hornets","","• Brad Miller","torn meniscus in left knee (DTD)"
"527","2000-04-04","Kings","","• Chris Webber","strained left hamstring (DNP)"
"528","2000-04-04","Kings","","• Nick Anderson","tendinitis in both knees (DNP)"
"529","2000-04-04","Mavericks","","• Cedric Ceballos","broken left pinky finger (DNP)"
"530","2000-04-04","Nets","","• Jim McIlvaine","sprained ankle (DNP)"
"531","2000-04-04","Rockets","","• Carlos Rogers","post concussion syndrome (DNP)"
"532","2000-04-04","Spurs","","• Mario Elie","sprained right ankle (DTD)"
"533","2000-04-04","Timberwolves","","• Terrell Brandon","flu (DNP)"
"534","2000-04-04","Timberwolves","","• Tom Hammonds","bruised right knee (DNP)"
"535","2000-04-04","Wizards","","• Tracy Murray","bruised right shoulder (DNP)"
"536","2000-04-05","Hawks","","• Chris Crawford (Lee)","sprained left ankle (DNP)"
"537","2000-04-05","Hawks","","• Jim Jackson","left knee tendinitis (DNP)"
"538","2000-04-05","Hawks","","• Lorenzen Wright","sore right calf (DNP)"
"539","2000-04-05","Kings","","• Chris Webber","strained left hamstring (DNP)"
"540","2000-04-05","Kings","","• Nick Anderson","tendinitis in both knees (DNP)"
"541","2000-04-05","Lakers","","• Ron Harper (Sr.)","sore left knee (DNP)"
"542","2000-04-05","Nets","","• Stephon Marbury","sore right knee (DNP)"
"543","2000-04-05","Rockets","","• Carlos Rogers","post concussion syndrome (DNP)"
"544","2000-04-05","Spurs","","• Mario Elie","sprained right ankle (DNP)"
"545","2000-04-05","Warriors","","• Billy Owens","right knee inflammation (DNP)"
"546","2000-04-06","Bulls","","• Fred Hoiberg","sprained left ankle (DNP)"
"547","Date","Team","Acquired","Relinquished","Notes"
"548","2000-04-06","Bulls","","• Randy Brown","lower back spasms (DNP)"
"549","2000-04-06","Grizzlies","","• Antoine Carr","strained left calf (DNP)"
"550","2000-04-06","Grizzlies","","• Doug West","sore left knee (DNP)"
"551","2000-04-06","Hornets","","• Brad Miller","torn meniscus in left knee (DNP)"
"552","2000-04-06","Mavericks","","• Cedric Ceballos","broken left pinky finger (DNP)"
"553","2000-04-06","Mavericks","","• Robert Pack","oral surgery (DTD)"
"554","2000-04-06","Nets","","• Stephon Marbury","left knee patella tendinitis (out 1 week)"
"555","2000-04-06","Wizards","","• Tracy Murray","bruised right shoulder (DNP)"
"556","2000-04-07","Hawks","","• Chris Crawford (Lee)","sprained left ankle (DNP)"
"557","2000-04-07","Hawks","","• Lorenzen Wright","sore right calf (DNP)"
"558","2000-04-07","Hornets","","• Brad Miller","torn meniscus in left knee (DNP)"
"559","2000-04-07","Jazz","","• Jeff Hornacek","sore left knee (DNP)"
"560","2000-04-07","Kings","","• Chris Webber","strained left calf (DNP)"
"561","2000-04-07","Kings","","• Nick Anderson","strained left knee (DNP)"
"562","2000-04-07","Nets","","• Kerry Kittles","sore right knee (DNP)"
